X,Y,OBJECTID,PROPERTY_UNIT_ID,STREET,UPDATE_DATE,X_COORD,Y_COORD,UNIT_TYPE,STATUS,ROADSEGMENTID,CIVIC_NO,UNIT,LATITUDE,LONGITUDE,PARCELID,WARD,POLL,ROLL_REFERENCE,GlobalID
-80.48715661,43.45148323,956891,40249606,QUEEN ST N,2023/11/25 08:42:18+00,541494,4811080,VERTICAL UNIT,ACTIVE,6769,57,904,,,50000273,10,20,301202000214997,14c2e380-74f6-4a5d-8763-313b963d81be
-80.51138208,43.45783428,956894,2035305,PINE ST,2023/11/25 08:41:35+00,539529.8,4811773.55,VERTICAL UNIT,ACTIVE,607089,18,408,,,50000046,10,10,301201000107600,3ad3ea65-b5fe-4f7d-90ea-f253bdae6638
-80.50844436,43.45692938,956907,2039428,KING ST W,2023/11/25 08:40:31+00,539768.056,4811674.452,VERTICAL UNIT,ACTIVE,11061,812,812,,,50002023,10,10,301201000103433,ad9e8472-4e9f-4d78-bbcc-f73cba9c6f71
-80.51267647,43.45773401,956919,2023493,KING ST W,2023/11/30 17:05:43+00,539425.1475,4811761.801,UNIT,ACTIVE,10652,920,1,,,50000015,10,10,301201000104900,a149577a-a5a5-4752-9844-cafd47e38b02
-80.4834177,43.45513117,956963,1072725,ELLEN ST E,2023/11/25 08:41:19+00,541794,4811487,VERTICAL UNIT,ACTIVE,11149,20,214,,,50000482,10,20,301202000612523,ab329798-ccb3-46d5-8636-f8f2f21ce0c3
-80.49673787,43.45263968,956968,40258838,KING ST W,2023/11/25 08:42:34+00,540718.012,4811203.705,VERTICAL UNIT,ACTIVE,5901,404,616,,,55088759,10,20,301202000106143,fb05d87e-455a-4047-9c40-f167863269c5
-80.48653692,43.45388824,956969,2056694,QUEEN ST N,2023/11/25 08:41:16+00,541542.492,4811347.403,VERTICAL UNIT,ACTIVE,6737,100,606,,,50000345,10,20,301202000219900,e41b49e1-3682-456b-953d-ca9670a764de
-80.47984235,43.4549549,956995,2035879,FREDERICK ST,2023/11/25 08:40:26+00,542083.3839,4811469.224,VERTICAL UNIT,ACTIVE,11128,250,507,,,50000580,10,25,301202000203600,ba660572-c2bf-44b6-9ba2-a21889088973
-80.46991455,43.44197051,957004,2017103,BRICK ST,2023/11/25 08:41:35+00,542895.763,4810032.276,VERTICAL UNIT,ACTIVE,11697,23,2,,,50025546,10,35,301203001015000,85aafdbf-0c6a-4b06-944c-2a5f3e4de202
-80.49085132,43.45072332,957021,2024167,KING ST W,2023/11/25 08:41:46+00,541195.5796,4810993.773,VERTICAL UNIT,ACTIVE,6698,102,BSMT,,,50000129,10,20,301202000101600,ceb3c436-7076-48ab-b054-b52a5516fa3e
-80.50236808,43.45638578,957058,40264898,MOORE AVE,2023/11/25 08:42:44+00,540260,4811617,UNIT,ACTIVE,8879,67,MC1,,,50002037,10,15,301201000412900,cd790a2e-1ad1-4311-9dc6-07f38fa66f51
-80.493128,43.4535582,957075,2048207,WATER ST N,2023/11/25 08:41:46+00,541009.4575,4811307.484,VERTICAL UNIT,ACTIVE,7056,53,101,,,50000109,10,20,301202000313000,7f102e1a-973d-48d6-8f7e-7e23019f71cc
-80.48715661,43.45148323,957079,40249602,QUEEN ST N,2023/11/25 08:42:17+00,541494,4811080,VERTICAL UNIT,ACTIVE,6769,57,812,,,50000273,10,20,301202000214989,ed59b163-53ab-42f6-ba73-ce64a2601697
-80.48201606,43.45081408,957111,2047835,IRVIN ST,2023/11/25 08:40:31+00,541910.38,4811008.26,VERTICAL UNIT,ACTIVE,6810,58,UPPER,,,50038378,10,20,301203000330400,6307c76d-6c3a-4f09-874e-bc6fc771ef81
-80.49238529,43.46140381,957114,2048964,MARGARET AVE,2023/11/25 08:40:57+00,541064.2381,4812179.163,VERTICAL UNIT,ACTIVE,11080,188,609,,,50001218,10,15,301201000807900,de7172d2-6fc0-4dc8-bfa0-646747086554
-80.47486066,43.46698693,957120,4004510,SPRING VALLEY RD,2023/11/25 08:42:10+00,542478,4812808,VERTICAL UNIT,ACTIVE,12658,211,A,,,50001829,10,5,301201001232102,9a920645-5c43-48c5-95f3-425951fb2439
-80.48409248,43.47244029,957131,3038909,LANCASTER ST W,2023/11/25 08:40:34+00,541727.5,4813408.97,VERTICAL UNIT,ACTIVE,6985,434,3,,,50001426,10,5,301201001320500,97d9adae-51d3-45b9-acf9-646ed737667c
-80.491134,43.45913669,957162,4019444,MARGARET AVE,2023/11/25 08:41:00+00,541167,4811928,VERTICAL UNIT,ACTIVE,6684,129,202,,,50003179,10,15,301201000801300,4de23b8f-7246-4c7d-9674-80173cedc458
-80.479586,43.44566548,957178,4022763,KING ST E,2023/11/25 08:40:56+00,542110.568,4810437.695,VERTICAL UNIT,ACTIVE,6914,560,2,,,50026451,10,35,301203000105000,7112163a-e334-4f30-a095-8e1ad13c7634
-80.49654176,43.46385552,957191,2001261,MARGARET AVE,2023/11/25 08:40:17+00,540726.3506,4812449.403,VERTICAL UNIT,ACTIVE,11190,315,710,,,50062147,10,10,301201000825384,6568fd8b-c36e-4d8f-ba26-afbed422e545
-80.48387485,43.47189148,957194,2048610,LANCASTER ST W,2023/11/25 08:40:51+00,541745.48,4813348.13,VERTICAL UNIT,ACTIVE,6953,416,12,,,50001423,10,5,301201001320100,945bc6d3-6d0d-421f-a677-c31ab93ac4dd
-80.50844436,43.45692938,957195,2055429,KING ST W,2023/11/25 08:41:20+00,539768.056,4811674.452,VERTICAL UNIT,ACTIVE,11061,812,302,,,50002023,10,10,301201000103348,dd4d15de-4704-4e4c-a707-ebdee60e5278
-80.48315767,43.44852323,957200,40255578,DUKE ST E,2023/11/25 08:42:32+00,541819.59,4810753.27,VERTICAL UNIT,ACTIVE,11316,165,315,,,55087568,10,20,301203000104860,7e9aa5ba-327c-4177-b830-0226184fcd62
-80.50044459,43.46296358,957205,3042519,RAITAR AVE,2023/11/25 08:40:31+00,540411.234,4812348.446,VERTICAL UNIT,ACTIVE,1570,20,2,,,50002234,10,10,301201000616300,deebb79d-eae7-4a80-b7b2-ad480fbff4ab
-80.47086081,43.44530342,957206,3036187,WEBER ST E,2023/11/25 08:40:25+00,542816.839,4810401.933,VERTICAL UNIT,ACTIVE,10178,315,1,,,50025653,10,35,301203000409700,fa051f7d-cefb-4070-a0b2-602f7848c86d
-80.48387485,43.47189148,957235,2056470,LANCASTER ST W,2023/11/25 08:41:17+00,541745.48,4813348.13,VERTICAL UNIT,ACTIVE,6953,416,6,,,50001423,10,5,301201001320100,8a4c8e34-1357-4703-9a44-3b0b7a75bd35
-80.48653692,43.45388824,957239,2024073,QUEEN ST N,2023/11/25 08:42:07+00,541542.492,4811347.403,VERTICAL UNIT,ACTIVE,6737,100,1609,,,50000345,10,20,301202000219900,a09d837d-0153-40ca-9a25-a52c542180e8
-80.48453156,43.467012,957269,2053311,LANCASTER ST W,2023/11/25 08:41:12+00,541695.718,4812805.897,VERTICAL UNIT,ACTIVE,10483,235,1,,,50004454,10,5,301201001307900,388ab5a3-7133-4670-84fa-4e884e2d8966
-80.4883296,43.47067674,957286,4015536,EDWIN ST,2023/11/25 08:42:12+00,541386,4813211,VERTICAL UNIT,ACTIVE,10442,362,3,,,50004068,10,5,301201000941900,bbedb7af-0278-41ca-9c4a-e1a1d4f0b0c8
-80.49238529,43.46140381,957296,2027871,MARGARET AVE,2023/11/25 08:40:29+00,541064.2381,4812179.163,VERTICAL UNIT,ACTIVE,11080,188,1107,,,50001218,10,15,301201000807900,eaa85b2a-55cd-473f-a1f5-42eee71dbff4
-80.49654176,43.46385552,957325,2013493,MARGARET AVE,2023/11/25 08:41:33+00,540726.3506,4812449.403,VERTICAL UNIT,ACTIVE,11190,315,614,,,50062147,10,10,301201000825373,28aeb63c-8790-4d39-a6bb-4f0c0a9fcdea
-80.49609181,43.4643585,957334,2023447,MARGARET AVE,2023/11/25 08:42:07+00,540762.4101,4812505.483,VERTICAL UNIT,ACTIVE,11190,305,807,,,50062147,10,10,301201000825102,29b3fe54-6cfe-4147-a553-b9c7edb81cba
-80.47698829,43.45449613,957342,2039589,BINGEMAN ST,2023/11/25 08:40:31+00,542314.61,4811419.72,VERTICAL UNIT,ACTIVE,6843,108,1,,,50027053,10,25,301203000519700,8cce60c7-fc00-4ddf-849c-13e5bdd3d080
-80.47536026,43.45687775,957356,4018883,FREDERICK ST,2023/11/25 08:40:25+00,542444.66,4811685.045,VERTICAL UNIT,ACTIVE,9783,355,2,,,50027161,10,25,301203000207300,91b398a9-c4ee-46ea-9633-021733d60658
-80.48238401,43.45075452,957359,2056679,IRVIN ST,2023/11/25 08:41:17+00,541880.65,4811001.46,VERTICAL UNIT,ACTIVE,6810,55,2,,,50038417,10,20,301203000328300,1b6beee2-a54c-4c7f-8e03-31d28093406f
-80.465693,43.44493976,957393,2022767,OTTAWA ST N,2023/11/25 08:40:21+00,543235.264,4810364.214,VERTICAL UNIT,ACTIVE,10129,194,5,,,50024751,10,25,301203001008000,021f7d13-2f17-4990-9f7f-f8fc1441e424
-80.49654176,43.46385552,957407,2050587,MARGARET AVE,2023/11/25 08:41:11+00,540726.3506,4812449.403,VERTICAL UNIT,ACTIVE,11190,315,207,,,50062147,10,10,301201000825316,47e70bad-b59d-4603-93c8-2295f575d20c
-80.49238529,43.46140381,957408,2048977,MARGARET AVE,2023/11/25 08:41:44+00,541064.2381,4812179.163,VERTICAL UNIT,ACTIVE,11080,188,209,,,50001218,10,15,301201000807900,9b04b50e-0c08-4008-b1c9-8261306dade9
-80.47984235,43.4549549,957409,2038677,FREDERICK ST,2023/11/25 08:40:35+00,542083.3839,4811469.224,VERTICAL UNIT,ACTIVE,11128,250,101,,,50000580,10,25,301202000203600,bacaa4bd-8432-4896-9ebf-5472f0a7521d
-80.50346035,43.45495351,957427,2023614,LOUISA ST,2023/11/25 08:41:59+00,540172.58,4811457.409,VERTICAL UNIT,ACTIVE,1741,17,303,,,50002074,10,15,301201000210800,9148ef2e-949d-4a2e-8d21-74009aa953c1
-80.48315767,43.44852323,957430,40255544,DUKE ST E,2023/11/25 08:42:34+00,541819.59,4810753.27,VERTICAL UNIT,ACTIVE,11316,165,204,,,55087568,10,20,301203000104826,92978af2-3b3b-488f-9fac-0ad3097aba3c
-80.49745214,43.45284859,957467,40258946,KING ST W,2023/11/25 08:42:37+00,540660.082,4811226.557,VERTICAL UNIT,ACTIVE,5901,410,512,,,55088788,10,20,301202000101688,5c7bd7e6-4bed-49c8-a3af-76ccd2d7cdb8
-80.48387575,43.47207679,957482,4019682,LANCASTER ST W,2023/11/25 08:40:27+00,541745.28,4813368.71,VERTICAL UNIT,ACTIVE,6953,422,3,,,50001424,10,5,301201001320150,6790eb89-8ab5-4589-b8f7-23dedb844d25
-80.493128,43.4535582,957484,2038602,WATER ST N,2023/11/25 08:40:35+00,541009.4575,4811307.484,VERTICAL UNIT,ACTIVE,7056,53,810,,,50000109,10,20,301202000313000,be634ebc-c3d7-483a-999e-b9d83cf28dc1
-80.49238529,43.46140381,957488,2037772,MARGARET AVE,2023/11/25 08:40:28+00,541064.2381,4812179.163,VERTICAL UNIT,ACTIVE,11080,188,207,,,50001218,10,15,301201000807900,1389823a-6552-42f7-bf66-01bef3dd4144
-80.493128,43.4535582,957498,2038604,WATER ST N,2023/11/25 08:40:35+00,541009.4575,4811307.484,VERTICAL UNIT,ACTIVE,7056,53,703,,,50000109,10,20,301202000313000,1b5fe70d-c7f1-4782-b81c-61ad023c56b5
-80.47024341,43.44492496,957514,2047428,ONWARD AVE,2023/11/25 08:40:56+00,542867.0649,4810360.22,VERTICAL UNIT,ACTIVE,11733,111,102,,,50051856,10,35,301203001004600,868ca5c7-1f17-42f1-8a58-49d59fabf7b5
-80.47319116,43.45708348,957518,4015454,FREDERICK ST,2023/11/25 08:42:11+00,542620,4811709,VERTICAL UNIT,ACTIVE,9780,385,23,,,50027383,10,25,301203000207500,3f297d6a-96b5-4bd1-8633-5f6b76de1655
-80.48167905,43.44958023,957539,2041857,LANCASTER ST E,2023/11/25 08:40:37+00,541938.4996,4810871.402,VERTICAL UNIT,ACTIVE,6873,237,1,,,50038423,10,20,301203000512100,e8037028-e43b-41c8-8132-9090625c1f99
-80.48715661,43.45148323,957541,40249553,QUEEN ST N,2023/11/25 08:42:14+00,541494,4811080,VERTICAL UNIT,ACTIVE,6769,57,411,,,50000273,10,20,301202000214942,048efcdd-d2a0-4ce5-bbf0-91b71a263f34
-80.49062425,43.45458712,957561,2048068,COLLEGE ST,2023/11/25 08:40:34+00,541211.328,4811422.989,VERTICAL UNIT,ACTIVE,6491,119,206,,,50000225,10,20,301202000309000,d8d7e760-af8e-4207-84ad-c5b60ba64d6d
-80.48168674,43.44865796,957575,4021077,CEDAR ST N,2023/11/25 08:40:59+00,541938.515,4810768.972,VERTICAL UNIT,ACTIVE,11315,59,508,,,50026203,10,35,301203000310600,537dd2f4-983a-4ebe-86c5-e8e5cf6213ff
-80.48335278,43.45222349,957594,2022945,IRVIN ST,2023/11/25 08:40:27+00,541801.255,4811164.113,VERTICAL UNIT,ACTIVE,6749,14,2,,,50038368,10,20,301203000329200,28acec3b-9606-40ee-901c-ba5139c5fe6e
-80.493128,43.4535582,957616,2048265,WATER ST N,2023/11/25 08:40:34+00,541009.4575,4811307.484,VERTICAL UNIT,ACTIVE,7056,53,1709,,,50000109,10,20,301202000313000,45c14ce8-51ca-46fc-b752-61df5947cf2b
-80.50844436,43.45692938,957626,2039441,KING ST W,2023/11/25 08:40:31+00,539768.056,4811674.452,VERTICAL UNIT,ACTIVE,11061,812,701,,,50002023,10,10,301201000103403,59bf1db1-3f71-4465-95fc-c2fcaed9105e
-80.50101291,43.45583961,957629,2023641,LOUISA ST,2023/11/25 08:40:26+00,540370,4811557,VERTICAL UNIT,ACTIVE,1732,71,A,,,50002277,10,15,301201000212300,bf8adb6e-c45b-4682-abdf-7fb7c4440415
-80.49665265,43.45833782,957658,40249881,LOUISA ST,2023/11/25 08:42:28+00,540721.0831,4811836.567,VERTICAL UNIT,ACTIVE,11110,178,2B,,,50002691,10,15,301201000204900,2d5c45ba-de5b-4281-b4d5-2f605a242bd3
-80.48315767,43.44852323,957687,40255555,DUKE ST E,2023/11/25 08:42:32+00,541819.59,4810753.27,VERTICAL UNIT,ACTIVE,11316,165,215,,,55087568,10,20,301203000104837,dfaa0ba1-c9e5-4492-bd6f-e96b7cad190e
-80.49654176,43.46385552,957708,2001792,MARGARET AVE,2023/11/25 08:40:22+00,540726.3506,4812449.403,VERTICAL UNIT,ACTIVE,11190,315,1405,,,50062147,10,10,301201000825456,d29f184d-1c20-4c5e-ade0-6c3c6e6d6e61
-80.47563668,43.44850605,957779,40262115,PANDORA AVE N,2023/11/25 08:42:43+00,542428.149,4810755.165,VERTICAL UNIT,ACTIVE,9395,118,2,,,50024395,10,25,301203000903000,7e0ba492-4517-4b36-a9f2-1d1cd1509c62
-80.48985527,43.46024997,957789,2023922,LOUISA ST,2023/11/25 08:40:25+00,541269.6911,4812052.271,VERTICAL UNIT,ACTIVE,7014,304,301,,,50001214,10,15,301201000207300,406e7c98-e0f5-4398-9de6-1df1d81d1288
-80.48376652,43.47227161,957791,2023913,LANCASTER ST W,2023/11/25 08:41:32+00,541753.98,4813390.4,VERTICAL UNIT,ACTIVE,6985,428,4B,,,50001425,10,5,301201001320300,f0044a10-08c6-4e21-8e95-f34907dd7b52
-80.48298691,43.45574395,957797,4008927,MANSION ST,2023/11/25 08:42:11+00,541828.43,4811555.27,UNKNOWN,ACTIVE,11132,,,,,50048019,10,20,,92ad2b12-51c6-44cf-b7f8-628391b5d4a3
-80.47142252,43.45648247,957800,4014208,DUMFRIES AVE,2023/11/25 08:42:18+00,542763.51,4811643.16,UNKNOWN,ACTIVE,11266,,,,,50059751,10,25,,a13107f4-b586-4a6b-aa7b-df9d51b2580c
-80.49264234,43.45322662,957815,2023038,COLLEGE ST,2023/11/25 08:40:27+00,541048.9744,4811270.899,VERTICAL UNIT,ACTIVE,6664,56,B,,,50000108,10,20,301202000310600,00dd5279-5c2e-427d-bf57-0086335c94ba
-80.49745214,43.45284859,957838,40258867,KING ST W,2023/11/25 08:42:38+00,540660.082,4811226.557,VERTICAL UNIT,ACTIVE,5901,410,106,,,55088788,10,20,301202000101603,9db88b68-a68a-4bec-b930-11c90b569814
-80.48653692,43.45388824,957843,2047893,QUEEN ST N,2023/11/25 08:40:34+00,541542.492,4811347.403,VERTICAL UNIT,ACTIVE,6737,100,708,,,50000345,10,20,301202000219900,db9827ed-cdb9-4069-8344-45d31e0a2a09
-80.46025994,43.44557431,957853,4023617,RANDERSON AVE,2023/11/25 08:42:17+00,543674.44,4810437.52,UNKNOWN,ACTIVE,10130,,,,,55063200,10,35,301203002226650,e781ae68-ec6c-4f76-b239-92e84d03bbd3
-80.48368803,43.46114228,957861,3038907,LANCASTER ST W,2023/11/25 08:40:34+00,541767.991,4812154.443,VERTICAL UNIT,ACTIVE,7036,71,2,,,50001642,10,15,301201001303100,47df73a5-39a9-403a-8a96-50c1fd73aba2
-80.48304755,43.45659074,957869,2048421,QUEEN ST N,2023/11/25 08:40:37+00,541822.941,4811649.282,VERTICAL UNIT,ACTIVE,6969,175,710,,,50061015,10,20,301202000217000,b9ff9e11-95bc-4424-b5a7-5af6e1c5f550
-80.50067589,43.46074551,957876,2048533,GUELPH ST,2023/11/25 08:40:36+00,540394,4812102,VERTICAL UNIT,ACTIVE,11198,269,3,,,50002370,10,10,301201001202200,da75faf2-f483-43a2-891d-e5d75566242e
-80.48612267,43.46236551,957879,2036282,HILLVIEW ST,2023/11/25 08:40:25+00,541570.1999,4812289.073,VERTICAL UNIT,ACTIVE,7026,17,2,,,50001394,10,15,301201001003100,b0436303-d709-4070-bd5a-819e367b10cd
-80.48304755,43.45659074,957927,2048400,QUEEN ST N,2023/11/25 08:40:37+00,541822.941,4811649.282,VERTICAL UNIT,ACTIVE,6969,175,1405,,,50061015,10,20,301202000217000,f010b814-b694-483e-b065-f5b288ae59f8
-80.49654176,43.46385552,957967,2016788,MARGARET AVE,2023/11/25 08:40:50+00,540726.3506,4812449.403,VERTICAL UNIT,ACTIVE,11190,315,414,,,50062147,10,10,301201000825347,eab456db-d250-4c16-b703-7141c050a486
-80.493128,43.4535582,957973,2048204,WATER ST N,2023/11/25 08:40:34+00,541009.4575,4811307.484,VERTICAL UNIT,ACTIVE,7056,53,201,,,50000109,10,20,301202000313000,50695f38-9027-4b2b-be98-76cc2684d317
-80.493128,43.4535582,958012,2038605,WATER ST N,2023/11/25 08:40:35+00,541009.4575,4811307.484,VERTICAL UNIT,ACTIVE,7056,53,505,,,50000109,10,20,301202000313000,a155b1a0-01d4-4eed-862c-3f3456b1a88f
-80.4942662,43.4585563,958054,2056154,LOUISA ST,2023/11/25 08:41:13+00,540914,4811862,VERTICAL UNIT,ACTIVE,11097,232,4,,,50002937,10,15,301201000205600,589729c7-7e9d-4fb5-8f14-db745c20d77d
-80.493128,43.4535582,958108,2038607,WATER ST N,2023/11/25 08:41:41+00,541009.4575,4811307.484,VERTICAL UNIT,ACTIVE,7056,53,308,,,50000109,10,20,301202000313000,5e355b92-248a-43cd-bf58-90b485c58e5b
-80.48304755,43.45659074,958118,2038887,QUEEN ST N,2023/11/25 08:40:35+00,541822.941,4811649.282,VERTICAL UNIT,ACTIVE,6969,175,1004,,,50061015,10,20,301202000217000,5e6820f7-cf5a-42e6-8ecb-302f268378bd
-80.47592385,43.45659357,958147,2049298,EAST AVE,2023/11/25 08:41:44+00,542399.263,4811653.197,VERTICAL UNIT,ACTIVE,9825,5,7,,,50027181,10,25,301203000808400,76e523da-75e1-4061-abb2-b9a9bd3cb303
-80.48392601,43.45536766,958151,1020836,ELLEN ST E,2023/11/25 08:41:24+00,541752.713,4811513.009,VERTICAL UNIT,ACTIVE,11149,10,602,,,50000483,10,20,301202000612344,b588669b-c79c-42bc-91dd-825d6c0420a1
-80.49609181,43.4643585,958164,2001788,MARGARET AVE,2023/11/25 08:40:22+00,540762.4101,4812505.483,VERTICAL UNIT,ACTIVE,11190,305,1015,,,50062147,10,10,301201000825136,ec4448a2-bc41-4816-bb12-0e09e0138c57
-80.48393737,43.45585215,958188,2037776,QUEEN ST N,2023/11/25 08:40:28+00,541751.46,4811566.81,VERTICAL UNIT,ACTIVE,11146,153,3,,,50000462,10,20,301202000216500,c955f137-494d-47a3-90cd-34a9cedaa85c
-80.48653692,43.45388824,958196,2057914,QUEEN ST N,2023/11/25 08:41:17+00,541542.492,4811347.403,VERTICAL UNIT,ACTIVE,6737,100,1001,,,50000345,10,20,301202000219900,c6e16d17-2e2a-4da6-97e4-b388b168ec2c
-80.48819354,43.45954622,958250,2001621,WELLINGTON ST N,2023/11/25 08:41:43+00,541404.601,4811974.939,VERTICAL UNIT,ACTIVE,7019,310,7,,,50001104,10,15,301201000307300,1f3cf585-4e4d-4d6d-99ac-d6f12658e876
-80.50844436,43.45692938,958275,2048947,KING ST W,2023/11/25 08:41:40+00,539768.056,4811674.452,VERTICAL UNIT,ACTIVE,11061,812,405,,,50002023,10,10,301201000103351,b3a2a626-e7e5-4bcd-a8bb-45180f870c92
-80.49609181,43.4643585,958302,2023529,MARGARET AVE,2023/11/25 08:41:34+00,540762.4101,4812505.483,VERTICAL UNIT,ACTIVE,11190,305,1508,,,50062147,10,10,301201000825187,9a5cd08f-1963-4ac5-8bca-3f5338a626af
-80.4834177,43.45513117,958332,1020850,ELLEN ST E,2023/11/25 08:41:53+00,541794,4811487,VERTICAL UNIT,ACTIVE,11149,20,101,,,50000482,10,20,301202000612502,61cd188b-9670-48d4-a1ce-4d193bd9eb9f
-80.48587105,43.47046762,958335,2059167,BOND ST,2023/11/25 08:41:24+00,541585,4813189,VERTICAL UNIT,ACTIVE,10382,75,3,,,50013393,10,5,301201001322200,8f931bfc-0900-4d2e-9330-23c0e75fdfcf
-80.49059284,43.45830582,958336,4023035,MARGARET AVE,2023/11/30 17:05:44+00,541211.3439,4811835.994,UNIT,ACTIVE,6686,107,A,,,50003162,10,15,301201000800700,2fa4c2b6-d052-425c-8524-1f9860ad15f7
-80.49020685,43.45767385,958474,2053287,MARGARET AVE,2023/11/25 08:41:12+00,541243,4811766,VERTICAL UNIT,ACTIVE,6686,87,4,,,50003166,10,15,301201000800200,4210ed08-db14-443f-bc73-f798d8089543
-80.51423284,43.45828886,958490,4004773,KING ST W,2023/11/25 08:40:51+00,539298.8768,4811822.686,VERTICAL UNIT,ACTIVE,10691,966,201,,,50000007,10,10,301201000105800,8860187d-bf56-4ea0-98b1-85dbb648f306
-80.49766654,43.45552151,958505,40242659,BREITHAUPT ST,2023/11/25 08:42:24+00,540640.946,4811523.3,HORIZONTAL UNIT,ACTIVE,11106,74,2,,,50002783,10,15,301201000401100,d95bc7fe-869f-4433-8aef-498ca346934d
-80.49057559,43.45352832,958526,2053231,YOUNG ST,2023/11/25 08:41:12+00,541215.984,4811305.425,VERTICAL UNIT,ACTIVE,6481,96,2,,,50000212,10,20,301202000503100,a9deff61-5484-4c7c-9720-7e4278c34725
-80.51402758,43.45849497,958529,40252950,MARY ST,2023/11/30 18:06:11+00,539315.3484,4811845.673,UNIT,ACTIVE,40040,265,REAR,,,55083564,10,10,301201000111530,05dc3b77-510c-4087-95cc-73eca728e389
-80.48536483,43.4580733,958556,2053221,VICTORIA ST N,2023/11/25 08:42:12+00,541634.45,4811812.77,VERTICAL UNIT,ACTIVE,6958,280,7,,,50001504,10,15,301202000419600,a0fc3b72-8d5e-41fe-8722-cd473261d4e8
-80.48982668,43.45573999,958559,40262449,VICTORIA ST N,2023/11/30 17:05:50+00,541275.0716,4811551.419,HORIZONTAL UNIT,ACTIVE,6662,183,2,,,50000237,10,20,301202000407400,5be01235-0c0f-4623-9303-3e6f7af8d949
-80.48330867,43.45555352,958623,4900018,MANSION ST,2023/11/25 08:40:52+00,541802.53,4811533.96,HORIZONTAL UNIT,ACTIVE,11132,28,7,,,50000465,10,20,301202000700502,0f17518d-f978-447e-8afa-e36b92680a5b
-80.46578478,43.43995069,958624,40259412,KING ST E,2023/11/25 08:42:37+00,543231.3895,4809810.095,VERTICAL UNIT,ACTIVE,9383,1420,46,,,50025830,10,35,301203000110911,ef2f26fa-1031-49f7-a5e1-aa8c010276f8
-80.50844436,43.45692938,958662,2058084,KING ST W,2023/11/25 08:41:59+00,539768.056,4811674.452,VERTICAL UNIT,ACTIVE,11061,812,906,,,50002023,10,10,301201000103454,54ead460-57c7-4140-bf38-d9e2817ded9e
-80.463885,43.43915638,958721,40250604,KING ST E,2023/11/25 08:42:23+00,543385.696,4809722.868,VERTICAL UNIT,ACTIVE,40084,1522,304,,,50017133,10,35,301203000111714,b244f157-f3d7-47e4-8a5c-41c2f9f97e30
-80.48653692,43.45388824,958732,2047898,QUEEN ST N,2023/11/25 08:41:46+00,541542.492,4811347.403,VERTICAL UNIT,ACTIVE,6737,100,607,,,50000345,10,20,301202000219900,1946d86a-3f95-4a1c-b207-d866c0330d7b
-80.49499905,43.46258448,958733,4019971,GUELPH ST,2023/11/25 08:40:20+00,540852,4812309,VERTICAL UNIT,ACTIVE,11191,433,3,,,50002934,10,10,301201001205600,a0ba5954-458a-4fca-a286-ec398035e7c3
-80.45902696,43.44220722,958739,4018912,FAIRMOUNT RD,2023/11/25 08:40:24+00,543776.637,4810064.227,VERTICAL UNIT,ACTIVE,13264,96,2,,,50017278,10,35,301203001119500,7093a675-fe84-4dd1-a798-f1df16851554
-80.48598806,43.46447963,958741,4014264,ST VINCENT ST,2023/11/25 08:42:15+00,541579.64,4812523.93,UNKNOWN,ACTIVE,11220,,,,,50059821,10,5,,8b17e607-a0d2-4c8c-aaf9-845f19c38cd3
-80.48607448,43.46709028,958745,1069271,OXFORD ST,2023/11/25 08:40:25+00,541570.86,4812813.82,UNKNOWN,ACTIVE,10422,,,,,50004272,10,5,301201001017400,540c636f-1fbf-4d1c-b6a4-575fe92ed819
-80.4834177,43.45513117,958770,1020882,ELLEN ST E,2023/11/25 08:41:53+00,541794,4811487,VERTICAL UNIT,ACTIVE,11149,20,609,,,50000482,10,20,301202000612570,53c49dcb-f780-46b6-a346-f9c9dadcdf5f
-80.48715661,43.45148323,958777,40249704,QUEEN ST N,2023/11/25 08:42:23+00,541494,4811080,VERTICAL UNIT,ACTIVE,6769,57,1402,,,50000273,10,20,301202000215056,a5b0f0cb-8512-4093-a315-687aaa49c1cc
-80.48715661,43.45148323,958779,40249516,QUEEN ST N,2023/11/25 08:42:38+00,541494,4811080,VERTICAL UNIT,ACTIVE,6769,57,110,,,50000273,10,20,301202000214904,a9933a7b-9672-4a33-acb2-1c189b939549
-80.48315767,43.44852323,958817,40255564,DUKE ST E,2023/11/25 08:42:34+00,541819.59,4810753.27,VERTICAL UNIT,ACTIVE,11316,165,301,,,55087568,10,20,301203000104846,e4ce3514-2d0a-4e45-b817-57ffa819f6ee
-80.50844436,43.45692938,958833,2048940,KING ST W,2023/11/25 08:40:56+00,539768.056,4811674.452,VERTICAL UNIT,ACTIVE,11061,812,507,,,50002023,10,10,301201000103370,d1811c51-61a3-4613-87fa-0a0ad3474ed1
-80.4878174,43.45001326,958857,2038587,FREDERICK ST,2023/11/25 08:40:37+00,541441.54,4810916.42,VERTICAL UNIT,ACTIVE,6802,22,900,,,50000280,10,20,301202000200300,fe0de786-9c2d-42a8-97b7-f18faaef399e
-80.47984235,43.4549549,958917,2035337,FREDERICK ST,2023/11/25 08:40:29+00,542083.3839,4811469.224,VERTICAL UNIT,ACTIVE,11128,250,1201,,,50000580,10,25,301202000203600,da142e0c-ef8d-44e5-b2b9-a91e09e24543
