X,Y,OBJECTID,PROPERTY_UNIT_ID,STREET,UPDATE_DATE,X_COORD,Y_COORD,UNIT_TYPE,STATUS,ROADSEGMENTID,CIVIC_NO,UNIT,LATITUDE,LONGITUDE,PARCELID,WARD,POLL,ROLL_REFERENCE,GlobalID
-80.48008844,43.4569616,878069,40252527,MANSION ST,2023/11/25 08:42:17+00,542062.0831,4811691.959,VERTICAL UNIT,ACTIVE,6933,105,A,,,50000662,10,25,301202000706100,dad7d241-4fb9-4fd9-9d42-17b5da3c3eaf
-80.49574549,43.46035812,878070,2035914,AHRENS ST W,2023/11/25 08:40:26+00,540793.114,4812061.38,VERTICAL UNIT,ACTIVE,11211,199,3,,,50003062,10,15,301201000702500,fbf74d83-21af-47aa-bcd0-e853c494a52f
-80.48168674,43.44865796,878116,2023076,CEDAR ST N,2023/11/25 08:42:07+00,541938.515,4810768.972,VERTICAL UNIT,ACTIVE,11315,59,511,,,50026203,10,35,301203000310600,f95f60a2-164e-47ab-8319-262dc37c0ef1
-80.48168674,43.44865796,878121,2023090,CEDAR ST N,2023/11/25 08:40:27+00,541938.515,4810768.972,VERTICAL UNIT,ACTIVE,11315,59,204,,,50026203,10,35,301203000310600,db586102-8f36-4829-9999-f7f9078a8768
-80.49673787,43.45263968,878127,40258710,KING ST W,2023/11/25 08:42:37+00,540718.012,4811203.705,VERTICAL UNIT,ACTIVE,5901,404,132,,,55088759,10,20,301202000106023,6b928f0c-39ff-4700-a4ce-cd205127916b
-80.49654176,43.46385552,878142,2010633,MARGARET AVE,2023/11/25 08:40:21+00,540726.3506,4812449.403,VERTICAL UNIT,ACTIVE,11190,315,1001,,,50062147,10,10,301201000825414,20da8d83-9151-4b0e-b7eb-56c4831f4368
-80.48536483,43.4580733,878150,2023304,VICTORIA ST N,2023/11/25 08:41:59+00,541634.45,4811812.77,VERTICAL UNIT,ACTIVE,6958,280,8,,,50001504,10,15,301202000419600,c7369245-660a-4991-90ec-eb87e4f4c55c
-80.48315767,43.44852323,878172,40255532,DUKE ST E,2023/11/25 08:42:34+00,541819.59,4810753.27,VERTICAL UNIT,ACTIVE,11316,165,114,,,55087568,10,20,301203000104813,ec838eb2-525b-447e-9f1a-b80e442e8c26
-80.46985089,43.44542602,878175,4018313,WEBER ST E,2023/11/25 08:40:52+00,542898.473,4810416.068,VERTICAL UNIT,ACTIVE,10185,336,10,,,50061182,10,25,301203000427000,b741ecad-da92-4bf4-a06a-240dcf321be9
-80.4777722,43.47237215,878205,1061651,CAMPBELL AVE,2023/11/25 08:42:15+00,542238.7399,4813404.59,HORIZONTAL UNIT,ACTIVE,12653,100,3,,,50001841,10,5,301201001120703,1339c200-5b28-4248-ab26-68faa75ddf27
-80.4878174,43.45001326,878249,2048580,FREDERICK ST,2023/11/25 08:40:37+00,541441.54,4810916.42,VERTICAL UNIT,ACTIVE,6802,22,916,,,50000280,10,20,301202000200300,a4d9d41d-6ee9-4b89-83f9-956d3812b802
-80.49238529,43.46140381,878253,2056113,MARGARET AVE,2023/11/25 08:41:41+00,541064.2381,4812179.163,VERTICAL UNIT,ACTIVE,11080,188,309,,,50001218,10,15,301201000807900,3bbacb20-e56e-4079-b084-02a4d36beb54
-80.48392601,43.45536766,878268,1064386,ELLEN ST E,2023/11/25 08:40:40+00,541752.713,4811513.009,VERTICAL UNIT,ACTIVE,11149,10,702,,,50000483,10,20,301202000612353,08f85e2e-4e75-4782-9a12-0c6487595f21
-80.48715661,43.45148323,878311,40249626,QUEEN ST N,2023/11/25 08:42:17+00,541494,4811080,VERTICAL UNIT,ACTIVE,6769,57,1012,,,50000273,10,20,301202000215013,7d9a40c7-b76c-4543-8ecc-5a2a4b01f4f6
-80.493128,43.4535582,878322,2048201,WATER ST N,2023/11/25 08:41:38+00,541009.4575,4811307.484,VERTICAL UNIT,ACTIVE,7056,53,304,,,50000109,10,20,301202000313000,ff8f55ed-d0ad-4d0d-b17b-c3abe9abd265
-80.50186931,43.45691486,878391,2040694,SHANLEY ST,2023/11/25 08:40:35+00,540300,4811676,VERTICAL UNIT,ACTIVE,8876,80,4,,,50002139,10,10,301201000122300,ee56d933-1e39-473b-b7e3-1cbfdd3e9157
-80.49789313,43.4558255,878405,2037379,WELLINGTON ST N,2023/11/25 08:41:43+00,540622.41,4811556.95,VERTICAL UNIT,ACTIVE,8832,105,6,,,50002685,10,15,301201000313700,3655c9b4-c300-4cbc-b633-b731ab399287
-80.48304755,43.45659074,878426,2057991,QUEEN ST N,2023/11/25 08:41:18+00,541822.941,4811649.282,VERTICAL UNIT,ACTIVE,6969,175,703,,,50061015,10,20,301202000217000,ddfea71a-ff86-4513-9ae3-05f75c7554b6
-80.4603861,43.44317671,878436,2041810,FAIRMOUNT RD,2023/11/25 08:40:37+00,543665.9555,4810171.183,VERTICAL UNIT,ACTIVE,10137,32,3,,,50037339,10,35,301203001118600,61e779dc-d4e7-4dc7-9a07-c43aa6ea30cc
-80.49274244,43.45404917,878444,2042053,WATER ST N,2023/11/25 08:40:38+00,541040.32,4811362.2,VERTICAL UNIT,ACTIVE,7056,85,1,,,50000103,10,20,301202000313200,7b44e870-9fc2-45a5-837c-487a5fea4c20
-80.48985527,43.46024997,878468,4019961,LOUISA ST,2023/11/25 08:40:18+00,541269.6911,4812052.271,VERTICAL UNIT,ACTIVE,7014,304,304,,,50001214,10,15,301201000207300,6cd686ce-d9b0-4f2c-b372-a432baef493f
-80.48207973,43.44774136,878473,4011874,CEDAR ST N,2023/11/25 08:42:15+00,541907.35,4810666.98,UNKNOWN,ACTIVE,6621,,,,,50056092,10,35,301203000309701,813d8257-1146-4c38-bf19-bc059dc38062
-80.48304755,43.45659074,878477,2026686,QUEEN ST N,2023/11/25 08:40:31+00,541822.941,4811649.282,VERTICAL UNIT,ACTIVE,6969,175,1110,,,50061015,10,20,301202000217000,ed650c85-42f6-47ad-a635-8056111381ae
-80.4942662,43.4585563,878501,2048660,LOUISA ST,2023/11/25 08:40:52+00,540914,4811862,VERTICAL UNIT,ACTIVE,11097,232,5,,,50002937,10,15,301201000205600,d04b9ee3-14ff-4c1f-8f46-337ae746a465
-80.49407128,43.45190516,878537,40253053,KING ST W,2023/11/25 08:42:22+00,540934.2548,4811123.438,VERTICAL UNIT,ACTIVE,8919,276,314,,,50000088,10,20,301202000103758,aaa7de43-152b-43c9-bc31-e296b1121b70
-80.48392601,43.45536766,878560,1042809,ELLEN ST E,2023/11/25 08:40:49+00,541752.713,4811513.009,VERTICAL UNIT,ACTIVE,11149,10,806,,,50000483,10,20,301202000612366,6fc8106c-5399-445b-90d7-66f5020e4c46
-80.48126196,43.44984074,878570,2047288,LANCASTER ST E,2023/11/25 08:42:09+00,541972.067,4810900.542,VERTICAL UNIT,ACTIVE,6873,218,1,,,50020230,10,25,301203000514700,82e48abb-d0c5-4487-a1eb-88db7d20587f
-80.48985648,43.45578821,878576,40262450,VICTORIA ST N,2023/11/30 17:05:50+00,541272.6276,4811556.759,HORIZONTAL UNIT,ACTIVE,6662,183,3,,,50000237,10,20,301202000407400,7df510d4-acd0-4426-8587-3c16a756f509
-80.48298302,43.45179039,878608,2036835,IRVIN ST,2023/11/25 08:41:41+00,541831.47,4811116.2,VERTICAL UNIT,ACTIVE,6749,26,1,,,50061225,10,20,301203000329500,5a16dac7-00a1-4146-838b-4ffd804f3964
-80.49654176,43.46385552,878634,2010635,MARGARET AVE,2023/11/25 08:40:21+00,540726.3506,4812449.403,VERTICAL UNIT,ACTIVE,11190,315,512,,,50062147,10,10,301201000825361,c0f54658-f7c1-402d-86fd-c6a80eba1e9e
-80.51267647,43.45773401,878653,2023495,KING ST W,2023/11/30 17:05:45+00,539425.1475,4811761.801,UNIT,ACTIVE,10652,920,2,,,50000015,10,10,301201000104900,33fc2c31-78a4-488c-8dbe-a24353fc7d82
-80.50844436,43.45692938,878678,2053471,KING ST W,2023/11/25 08:41:16+00,539768.056,4811674.452,VERTICAL UNIT,ACTIVE,11061,812,510,,,50002023,10,10,301201000103380,a482718e-da00-464c-aeef-27cecfea64cb
-80.48168674,43.44865796,878682,2050841,CEDAR ST N,2023/11/25 08:41:53+00,541938.515,4810768.972,VERTICAL UNIT,ACTIVE,11315,59,207,,,50026203,10,35,301203000310600,ae172811-ec2a-4de1-9c10-c04ecab0b32b
-80.49609181,43.4643585,878725,2013404,MARGARET AVE,2023/11/25 08:40:19+00,540762.4101,4812505.483,VERTICAL UNIT,ACTIVE,11190,305,614,,,50062147,10,10,301201000825081,f7530b32-3077-4675-8e6c-66f4fede2068
-80.48197196,43.45797901,878741,1022781,LANCASTER ST E,2023/11/25 08:42:15+00,541909,4811804,VERTICAL UNIT,ACTIVE,6971,2,603,,,50000481,10,25,301202000619485,7eee65b5-2bde-4b69-bdc8-e5ec9d90d8ec
-80.50179741,43.45862382,878771,40263096,WATERLOO ST,2023/11/25 08:42:42+00,540304.6816,4811865.828,VERTICAL UNIT,ACTIVE,8827,139,1,,,50002182,10,10,301201000503500,5acbcc3c-a151-44c6-b2be-dbd191c764d6
-80.48315767,43.44852323,878815,40255539,DUKE ST E,2023/11/25 08:42:34+00,541819.59,4810753.27,VERTICAL UNIT,ACTIVE,11316,165,121,,,55087568,10,20,301203000104820,dd386e0e-4b64-45aa-85cc-7b8c4fd0ec77
-80.48463808,43.45697356,878862,2001756,ST LEGER ST,2023/11/25 08:40:23+00,541694,4811691,VERTICAL UNIT,ACTIVE,6957,18,1,,,50000454,10,20,301202000615700,52bb274d-7789-431e-939e-795aecee5d71
-80.48168674,43.44865796,878890,4020536,CEDAR ST N,2023/11/25 08:40:19+00,541938.515,4810768.972,VERTICAL UNIT,ACTIVE,11315,59,407,,,50026203,10,35,301203000310600,833c8687-8771-4d4f-9fe6-57ff79410651
-80.48653692,43.45388824,878910,2038425,QUEEN ST N,2023/11/25 08:40:38+00,541542.492,4811347.403,VERTICAL UNIT,ACTIVE,6737,100,PH002,,,50000345,10,20,301202000219900,3cb0ce73-13a3-4f0a-b64a-0296d8dd466a
-80.48515328,43.47104922,878923,40262102,UNION ST,2023/11/25 08:42:43+00,541642.6565,4813253.95,VERTICAL UNIT,ACTIVE,6952,1105,2,,,50004477,10,5,301201000916400,8f4b6937-5d87-48fa-a3f5-159c15ff92b9
-80.4963669,43.46119216,878924,2024157,AHRENS ST W,2023/11/25 08:40:28+00,540742.2835,4812153.703,VERTICAL UNIT,ACTIVE,11211,221,2,,,50061001,10,15,301201000703200,d2db6afd-3b37-45a3-be08-60f3dccf857f
-80.48315767,43.44852323,878928,40255579,DUKE ST E,2023/11/25 08:42:30+00,541819.59,4810753.27,VERTICAL UNIT,ACTIVE,11316,165,316,,,55087568,10,20,301203000104861,f15d7fc4-13e9-4782-9242-9e2e87ff7736
-80.48661852,43.47174967,878954,3027944,OXFORD ST,2023/11/25 08:40:28+00,541523.6635,4813331.009,VERTICAL UNIT,ACTIVE,7011,180,3,,,50004316,10,5,301201001020500,4684e998-e24c-4ec8-b0e9-6f210a306bc6
-80.48352205,43.47336543,878957,2001131,LANCASTER ST W,2023/11/25 08:41:34+00,541773,4813512,VERTICAL UNIT,ACTIVE,6985,454,216,,,50001429,10,5,301206000205301,75b127cb-d7b8-4e98-9d5e-f659e4186909
-80.49031881,43.45067171,878986,2036805,ONTARIO ST N,2023/11/25 08:40:29+00,541238.7004,4810988.305,VERTICAL UNIT,ACTIVE,6699,18,1,,,50000147,10,20,301202000301200,2ffef0f8-7f1c-40fb-837a-d12ff30f2ed7
-80.48392601,43.45536766,878992,1052159,ELLEN ST E,2023/11/25 08:41:42+00,541752.713,4811513.009,VERTICAL UNIT,ACTIVE,11149,10,303,,,50000483,10,20,301202000612318,b2845957-38e3-4100-86b8-e064027a0cfa
-80.4678703,43.44577036,879016,2041085,EAST AVE,2023/11/25 08:40:33+00,543058.4923,4810455.332,VERTICAL UNIT,ACTIVE,10180,458,6,,,50024953,10,25,301203000820200,d2a1cd6e-dfe2-47d3-a356-52442da627d1
-80.47588154,43.44745675,879027,2039231,FAIRVIEW AVE,2023/11/25 08:40:29+00,542409.07,4810638.508,VERTICAL UNIT,ACTIVE,9847,86,A,,,50024420,10,25,301203000913200,5bb4d736-6067-42d4-9442-598278f8d825
-80.49609181,43.4643585,879049,2023530,MARGARET AVE,2023/11/25 08:40:19+00,540762.4101,4812505.483,VERTICAL UNIT,ACTIVE,11190,305,1507,,,50062147,10,10,301201000825186,e5da0a61-5ecb-436a-a31e-6bc431db636e
-80.48850432,43.45899314,879072,2056374,WELLINGTON ST N,2023/11/25 08:41:17+00,541379.837,4811913.361,VERTICAL UNIT,ACTIVE,7019,297,1,,,50001304,10,15,301201000317800,0a402b65-cd9e-405d-871c-1abc9b79941e
-80.48715661,43.45148323,879077,40249520,QUEEN ST N,2023/11/25 08:42:25+00,541494,4811080,VERTICAL UNIT,ACTIVE,6769,57,202,,,50000273,10,20,301202000214912,14ee5742-9e40-4846-9135-e4fd57dba91f
-80.48392601,43.45536766,879136,1042806,ELLEN ST E,2023/11/25 08:40:49+00,541752.713,4811513.009,VERTICAL UNIT,ACTIVE,11149,10,402,,,50000483,10,20,301202000612326,6e558ce4-29a3-4e14-a03e-4f60e6cac954
-80.48653692,43.45388824,879165,2047973,QUEEN ST N,2023/11/25 08:40:34+00,541542.492,4811347.403,VERTICAL UNIT,ACTIVE,6737,100,1709,,,50000345,10,20,301202000219900,bd29ce2c-56c3-4ae7-bb2c-95fa73a91975
-80.48322077,43.47260779,879183,2023664,MAPLE AVE,2023/11/25 08:40:27+00,541797.89,4813428.01,VERTICAL UNIT,ACTIVE,6991,465,12,,,50001546,10,5,301201001109600,2c2e1572-f8e0-4ad9-ba5a-a9210dbeea70
-80.4836945,43.45627939,879187,2051948,QUEEN ST N,2023/11/25 08:41:14+00,541770.8149,4811614.38,VERTICAL UNIT,ACTIVE,11146,163,1,,,50000459,10,20,301202000216800,d78f9cda-3f74-4892-967b-e1d6eced06c7
-80.4794225,43.45750782,879201,40253865,MANSION ST,2023/11/25 08:42:33+00,542115.5795,4811752.957,VERTICAL UNIT,ACTIVE,6797,120,503,,,50000496,10,25,301202000724042,efe26638-8382-49dc-b6e6-adbf6b902442
-80.48296693,43.46161451,879212,2056122,WELLINGTON ST N,2023/11/25 08:41:53+00,541826,4812207.249,VERTICAL UNIT,ACTIVE,6942,450,3,,,50001671,10,5,301201000310100,e126b4d7-34c0-4a4d-8de6-3be8ee5ab484
-80.4942662,43.4585563,879214,2027451,LOUISA ST,2023/11/25 08:40:27+00,540914,4811862,VERTICAL UNIT,ACTIVE,11097,232,1,,,50002937,10,15,301201000205600,53bc8670-b1cf-4a1f-8153-62361ff7e043
-80.4834177,43.45513117,879220,1042810,ELLEN ST E,2023/11/25 08:41:55+00,541794,4811487,VERTICAL UNIT,ACTIVE,11149,20,102,,,50000482,10,20,301202000612503,c12c4e49-0ea8-46ce-8d36-9a289b11052e
-80.47417442,43.45420511,879249,4020124,CHAPEL ST,2023/11/25 08:40:20+00,542542.4704,4811388.833,VERTICAL UNIT,ACTIVE,9813,169,3,,,50027436,10,25,301203000523200,8e62dfc6-c2f7-4a79-a111-e03f57fbe253
-80.4834177,43.45513117,879254,1020853,ELLEN ST E,2023/11/25 08:41:49+00,541794,4811487,VERTICAL UNIT,ACTIVE,11149,20,201,,,50000482,10,20,301202000612510,fa541c1b-0578-4898-92f7-80f02fb1d14c
-80.50065916,43.46337239,879280,2048523,RAITAR AVE,2023/11/30 18:06:17+00,540393.6041,4812393.744,VERTICAL UNIT,ACTIVE,1570,26,404,,,50002233,10,10,301201000616400,8980714f-e9f1-4cd6-ae17-09519205c69d
-80.48653692,43.45388824,879292,2057913,QUEEN ST N,2023/11/25 08:41:17+00,541542.492,4811347.403,VERTICAL UNIT,ACTIVE,6737,100,1009,,,50000345,10,20,301202000219900,7a7e778d-6ffd-48f6-85d5-7ddde28c2e8e
-80.48304755,43.45659074,879310,2025025,QUEEN ST N,2023/11/25 08:40:20+00,541822.941,4811649.282,VERTICAL UNIT,ACTIVE,6969,175,410,,,50061015,10,20,301202000217000,6871f1ae-9272-423d-ab2f-e048c879c0d3
-80.48780242,43.45525905,879322,1001157,MARGARET AVE,2023/11/25 08:41:10+00,541439.17,4811499.011,VERTICAL UNIT,ACTIVE,6781,43,104,,,50000316,10,20,301202000601004,2802e7a9-5ca3-43a9-aac4-668efcac4565
-80.48563401,43.45140608,879337,2035749,FREDERICK ST,2023/11/25 08:41:37+00,541617.2455,4811072.192,VERTICAL UNIT,ACTIVE,6776,101,612,,,50060924,10,20,301203000201400,45e90ee2-1331-4749-b719-b5909e28a992
-80.48036449,43.44974327,879351,4022151,KRUG ST,2023/11/25 08:40:51+00,542044.75,4810890.17,VERTICAL UNIT,ACTIVE,6880,21,A,,,50024346,10,25,301203000600700,ad0c9db4-feba-499f-a1e8-fd94af0151c7
-80.49609181,43.4643585,879357,2010641,MARGARET AVE,2023/11/25 08:40:21+00,540762.4101,4812505.483,VERTICAL UNIT,ACTIVE,11190,305,911,,,50062147,10,10,301201000825120,5065a398-540c-4f24-8873-3651c919bd3a
-80.49922917,43.46057305,879366,2023642,BLUCHER ST,2023/11/25 08:40:26+00,540511.15,4812083.55,VERTICAL UNIT,ACTIVE,11185,26,3,,,50002584,10,10,301201000600700,70e7ed92-4338-4150-9b1d-af25819a42f0
-80.47024341,43.44492496,879367,2025692,ONWARD AVE,2023/11/25 08:40:28+00,542867.0649,4810360.22,VERTICAL UNIT,ACTIVE,11733,111,103,,,50051856,10,35,301203001004600,b96ca9c5-4884-49ce-a02f-539912aaf513
-80.49238529,43.46140381,879384,2048969,MARGARET AVE,2023/11/25 08:42:11+00,541064.2381,4812179.163,VERTICAL UNIT,ACTIVE,11080,188,503,,,50001218,10,15,301201000807900,5603b2de-bbb8-4dd8-9610-d606c8099b39
-80.49609181,43.4643585,879398,2000718,MARGARET AVE,2023/11/25 08:40:27+00,540762.4101,4812505.483,VERTICAL UNIT,ACTIVE,11190,305,1605,,,50062147,10,10,301201000825198,b36a0fdb-5ebf-4d0b-802a-d5b5600ea229
-80.49590193,43.45577298,879404,4004472,BREITHAUPT ST,2023/11/25 08:42:10+00,540783.54,4811552.09,VERTICAL UNIT,ACTIVE,11096,102,C,,,50003036,10,15,301201000401900,d59bc9d3-aa9a-4b0f-95da-b9e7bfa4e17f
-80.49609181,43.4643585,879405,2016797,MARGARET AVE,2023/11/25 08:41:34+00,540762.4101,4812505.483,VERTICAL UNIT,ACTIVE,11190,305,1211,,,50062147,10,10,301201000825162,1f095bea-ed56-48cc-96ae-0497b297a032
-80.47319116,43.45708348,879477,40254054,FREDERICK ST,2023/11/25 08:42:33+00,542620,4811709,VERTICAL UNIT,ACTIVE,9780,385,3,,,50027383,10,25,301203000207500,9410c952-daec-4ce1-9f77-9f69fc5d90fa
-80.493128,43.4535582,879511,2057947,WATER ST N,2023/11/25 08:41:17+00,541009.4575,4811307.484,VERTICAL UNIT,ACTIVE,7056,53,806,,,50000109,10,20,301202000313000,42d392d4-e815-4657-98d0-f496bbd7f1f3
-80.50844436,43.45692938,879529,2058088,KING ST W,2023/11/25 08:41:17+00,539768.056,4811674.452,VERTICAL UNIT,ACTIVE,11061,812,607,,,50002023,10,10,301201000103388,6e7a997b-e2ab-43ea-8fd6-ff71423af045
-80.49654176,43.46385552,879555,2023655,MARGARET AVE,2023/11/25 08:40:27+00,540726.3506,4812449.403,VERTICAL UNIT,ACTIVE,11190,315,1904,,,50062147,10,10,301201000825515,8871606d-181a-4a1c-b323-933b30320c56
-80.49306836,43.45289801,879573,2057933,DUKE ST W,2023/11/25 08:41:17+00,541014.729,4811234.195,VERTICAL UNIT,ACTIVE,8950,156,209,,,50000077,10,20,301202000401300,202c044a-db64-423e-be59-768952ce073d
-80.48715661,43.45148323,879585,40249709,QUEEN ST N,2023/11/25 08:42:25+00,541494,4811080,VERTICAL UNIT,ACTIVE,6769,57,1407,,,50000273,10,20,301202000215064,f91e03bd-4f04-4f15-bb8a-3eff303df60a
-80.5006188,43.46290582,879601,2042664,RAITAR AVE,2023/11/25 08:42:09+00,540397.18,4812341.947,VERTICAL UNIT,ACTIVE,1570,14,2,,,50002235,10,10,301201000616200,e78fd63e-f930-41e6-ac80-30c7e3de3b7e
-80.48951292,43.45305279,879603,2048369,WEBER ST W,2023/11/25 08:40:36+00,541302.2845,4811253.141,VERTICAL UNIT,ACTIVE,6479,44,8,,,50000159,10,20,301202000502600,5ccc5087-b9f5-4b84-bf6b-fa1921d5c91e
-80.48197196,43.45797901,879613,1022765,LANCASTER ST E,2023/11/25 08:41:20+00,541909,4811804,VERTICAL UNIT,ACTIVE,6971,2,101,,,50000481,10,25,301202000619451,f60adae8-4675-40b2-95dd-a9081855128b
-80.48304755,43.45659074,879615,2026219,QUEEN ST N,2023/11/25 08:41:33+00,541822.941,4811649.282,VERTICAL UNIT,ACTIVE,6969,175,1005,,,50061015,10,20,301202000217000,52f8fcf3-5134-46fa-bcc2-063f95e145e4
-80.48653692,43.45388824,879626,2047910,QUEEN ST N,2023/11/25 08:40:34+00,541542.492,4811347.403,VERTICAL UNIT,ACTIVE,6737,100,301,,,50000345,10,20,301202000219900,2ad40e2d-891f-4bd0-98d4-a4600064092c
-80.4777722,43.47237215,879643,1011341,CAMPBELL AVE,2023/11/25 08:41:07+00,542238.7399,4813404.59,HORIZONTAL UNIT,ACTIVE,12653,100,9,,,50001841,10,5,301201001120709,98558e1c-5650-46f7-b302-01aad0c570ab
-80.49656057,43.45337458,879649,40261005,VICTORIA ST N,2023/11/25 08:42:37+00,540731.8641,4811285.407,UNKNOWN,ACTIVE,5898,,PKG30,,,55088770,10,20,301202000104640,eda4e646-c4d9-4698-a9ec-86f71a71998d
-80.48653692,43.45388824,879664,2047890,QUEEN ST N,2023/11/25 08:40:34+00,541542.492,4811347.403,VERTICAL UNIT,ACTIVE,6737,100,809,,,50000345,10,20,301202000219900,9365bc9d-79bc-471a-be2f-25d2c5b97e53
-80.49745214,43.45284859,879695,40258960,KING ST W,2023/11/25 08:42:37+00,540660.082,4811226.557,VERTICAL UNIT,ACTIVE,5901,410,612,,,55088788,10,20,301202000101707,dc6e52c3-4b93-42bf-b41a-2c3e3bfeaa94
-80.49654176,43.46385552,879729,2023602,MARGARET AVE,2023/11/25 08:40:17+00,540726.3506,4812449.403,VERTICAL UNIT,ACTIVE,11190,315,405,,,50062147,10,10,301201000825340,e8b52167-2c7a-408d-b4c8-29f804614f3d
-80.50166027,43.45466934,879734,40244573,WELLINGTON ST N,2023/11/25 08:42:17+00,540318.4039,4811426.72,VERTICAL UNIT,ACTIVE,8900,27,2,,,50002305,10,15,301201000312200,73e79dfa-e6ba-49fb-968f-5b2f90ccd45c
-80.463885,43.43915638,879737,40249840,KING ST E,2023/11/25 08:42:21+00,543385.696,4809722.868,VERTICAL UNIT,ACTIVE,40084,1522,102,,,50017133,10,35,301203000111702,919a7b9b-b7df-487a-ac15-451dfbff0c71
-80.49654176,43.46385552,879747,2023652,MARGARET AVE,2023/11/25 08:40:26+00,540726.3506,4812449.403,VERTICAL UNIT,ACTIVE,11190,315,1910,,,50062147,10,10,301201000825521,b00936d2-f9bb-4d69-93d5-dea46fd54674
-80.4794225,43.45750782,879749,40253876,MANSION ST,2023/11/25 08:42:33+00,542115.5795,4811752.957,VERTICAL UNIT,ACTIVE,6797,120,605,,,50000496,10,25,301202000724053,ada8e906-9dd0-42e2-b3da-f455b5b957b3
-80.48780242,43.45525905,879774,1001158,MARGARET AVE,2023/11/25 08:41:44+00,541439.17,4811499.011,VERTICAL UNIT,ACTIVE,6781,43,202,,,50000316,10,20,301202000601006,cb294dc2-a96c-4098-ad6c-245db3a82b76
-80.49959192,43.4572831,879814,2048600,SHANLEY ST,2023/11/25 08:40:51+00,540484,4811718,VERTICAL UNIT,ACTIVE,8819,123,1,,,50002448,10,15,301201000127300,20dad3a7-22c7-4bed-99d3-c17007973ed3
-80.49551259,43.45467659,879833,4015551,VICTORIA ST N,2023/11/25 08:42:12+00,540815.7769,4811430.518,VERTICAL UNIT,ACTIVE,7052,70,C,,,50060570,10,15,301202000417300,cf7ec46a-b846-48f3-a673-7bd952d51a02
-80.49654176,43.46385552,879859,2053283,MARGARET AVE,2023/11/25 08:41:12+00,540726.3506,4812449.403,VERTICAL UNIT,ACTIVE,11190,315,506,,,50062147,10,10,301201000825354,fd8eda50-76a5-4138-b86c-85dfc675a05c
-80.48116742,43.45810259,879865,4022544,LUELLA ST,2023/11/25 08:42:14+00,541974.002,4811818.13,HORIZONTAL UNIT,ACTIVE,6932,368,B&C,,,50000621,10,25,301202000626100,394a2dc0-24cd-4eef-b28e-6f8bdbf13fec
-80.48304755,43.45659074,879881,2048423,QUEEN ST N,2023/11/25 08:40:37+00,541822.941,4811649.282,VERTICAL UNIT,ACTIVE,6969,175,705,,,50061015,10,20,301202000217000,9d6d0fa4-93e4-484e-aacc-7df8a3210f9b
-80.49609181,43.4643585,879895,2023452,MARGARET AVE,2023/11/25 08:40:18+00,540762.4101,4812505.483,VERTICAL UNIT,ACTIVE,11190,305,706,,,50062147,10,10,301201000825087,fd100e17-e54d-468b-bd1f-e8d61066ebcb
-80.49062425,43.45458712,879942,2048057,COLLEGE ST,2023/11/25 08:40:34+00,541211.328,4811422.989,VERTICAL UNIT,ACTIVE,6491,119,507,,,50000225,10,20,301202000309000,86a7a822-eb6f-46ec-855b-b8754b4ada26
-80.45902696,43.44220722,879974,2011839,FAIRMOUNT RD,2023/11/25 08:41:52+00,543776.637,4810064.227,VERTICAL UNIT,ACTIVE,13264,96,1,,,50017278,10,35,301203001119500,7008a8d7-13aa-46f0-b7a9-819839725414
-80.49609181,43.4643585,879990,2023514,MARGARET AVE,2023/11/25 08:41:34+00,540762.4101,4812505.483,VERTICAL UNIT,ACTIVE,11190,305,1815,,,50062147,10,10,301201000825234,8b2904ce-7b23-4bf3-b815-4b819b162246
-80.49357842,43.45158379,880002,40260903,KING ST W,2023/11/25 08:42:38+00,540974.3483,4811087.989,VERTICAL UNIT,ACTIVE,8919,250,1,,,50000087,10,20,301202000103600,d751609b-5329-43d8-b125-7eeb1423dc71
-80.48821758,43.4517727,880085,2039516,QUEEN ST N,2023/11/25 08:41:41+00,541407.96,4811111.62,VERTICAL UNIT,ACTIVE,6769,50,907,,,50000271,10,20,301202000218700,ec05cc46-54ba-4413-bdf3-9d7f8b893274
-80.48653692,43.45388824,880167,2047992,QUEEN ST N,2023/11/25 08:40:35+00,541542.492,4811347.403,VERTICAL UNIT,ACTIVE,6737,100,1104,,,50000345,10,20,301202000219900,ed111c35-c0dc-4fda-bb56-6685f4ce4266
-80.49673787,43.45263968,880175,40258796,KING ST W,2023/11/25 08:42:36+00,540718.012,4811203.705,VERTICAL UNIT,ACTIVE,5901,404,413,,,55088759,10,20,301202000106101,6b0a5b9d-52d6-4be5-a90a-b12b625dc7c2
-80.49588213,43.45387476,880179,40247908,DUKE ST W,2023/11/25 08:42:31+00,540786.4176,4811341.288,VERTICAL UNIT,ACTIVE,8960,247,A,,,55088744,10,20,301202000404100,c089e335-de7f-4a8b-986c-ad0fc680129c
-80.48304755,43.45659074,880181,2048397,QUEEN ST N,2023/11/25 08:40:37+00,541822.941,4811649.282,VERTICAL UNIT,ACTIVE,6969,175,1409,,,50061015,10,20,301202000217000,c669c8b7-6f49-4222-b941-3064c796fe6e
-80.48951292,43.45305279,880204,2048367,WEBER ST W,2023/11/25 08:40:34+00,541302.2845,4811253.141,VERTICAL UNIT,ACTIVE,6479,44,16,,,50000159,10,20,301202000502600,6630d386-0f0d-45fd-ad4b-08b0ae64072e
